Series_reference,Period,Data_value,STATUS,Group,Subject,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5,UNITS,MAGNTUDE
GFSA.SCS04G131156,2015.06,52,FINAL,"Central Government, Taxation Revenue, Taxes on Int'l Trade and Transactions",Government Financial Statistics - GFS,Taxes on international trade and transactions,Other taxes on international trade and transactions,,,,Dollars,6
GFSA.SCS04G131156,2016.06,55,FINAL,"Central Government, Taxation Revenue, Taxes on Int'l Trade and Transactions",Government Financial Statistics - GFS,Taxes on international trade and transactions,Other taxes on international trade and transactions,,,,Dollars,6
GFSA.SCS04G131156,2017.06,59,FINAL,"Central Government, Taxation Revenue, Taxes on Int'l Trade and Transactions",Government Financial Statistics - GFS,Taxes on international trade and transactions,Other taxes on international trade and transactions,,,,Dollars,6
GFSA.SCS04G131156,2018.06,66,FINAL,"Central Government, Taxation Revenue, Taxes on Int'l Trade and Transactions",Government Financial Statistics - GFS,Taxes on international trade and transactions,Other taxes on international trade and transactions,,,,Dollars,6
GFSA.SCS04G131156,2019.06,68,FINAL,"Central Government, Taxation Revenue, Taxes on Int'l Trade and Transactions",Government Financial Statistics - GFS,Taxes on international trade and transactions,Other taxes on international trade and transactions,,,,Dollars,6
GFSA.SCS04G131156,2020.06,126,FINAL,"Central Government, Taxation Revenue, Taxes on Int'l Trade and Transactions",Government Financial Statistics - GFS,Taxes on international trade and transactions,Other taxes on international trade and transactions,,,,Dollars,6
GFSA.SCS04G131156,2021.06,28,FINAL,"Central Government, Taxation Revenue, Taxes on Int'l Trade and Transactions",Government Financial Statistics - GFS,Taxes on international trade and transactions,Other taxes on international trade and transactions,,,,Dollars,6
GFSA.SCS04G131156,2022.06,28,FINAL,"Central Government, Taxation Revenue, Taxes on Int'l Trade and Transactions",Government Financial Statistics - GFS,Taxes on international trade and transactions,Other taxes on international trade and transactions,,,,Dollars,6
GFSA.SCS04G131156,2023.06,121,FINAL,"Central Government, Taxation Revenue, Taxes on Int'l Trade and Transactions",Government Financial Statistics - GFS,Taxes on international trade and transactions,Other taxes on international trade and transactions,,,,Dollars,6
GFSA.SCS04G131156,2024.06,152,FINAL,"Central Government, Taxation Revenue, Taxes on Int'l Trade and Transactions",Government Financial Statistics - GFS,Taxes on international trade and transactions,Other taxes on international trade and transactions,,,,Dollars,6
GFSA.SCS04G131156,2025.06,238,FINAL,"Central Government, Taxation Revenue, Taxes on Int'l Trade and Transactions",Government Financial Statistics - GFS,Taxes on international trade and transactions,Other taxes on international trade and transactions,,,,Dollars,6
GFSA.SCS04G14112,2009.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Payroll and Workforce",Government Financial Statistics - GFS,Taxes on payroll and workforce,,,,,Dollars,6
GFSA.SCS04G14112,2010.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Payroll and Workforce",Government Financial Statistics - GFS,Taxes on payroll and workforce,,,,,Dollars,6
GFSA.SCS04G14112,2011.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Payroll and Workforce",Government Financial Statistics - GFS,Taxes on payroll and workforce,,,,,Dollars,6
GFSA.SCS04G14112,2012.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Payroll and Workforce",Government Financial Statistics - GFS,Taxes on payroll and workforce,,,,,Dollars,6
GFSA.SCS04G14112,2013.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Payroll and Workforce",Government Financial Statistics - GFS,Taxes on payroll and workforce,,,,,Dollars,6
GFSA.SCS04G14112,2014.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Payroll and Workforce",Government Financial Statistics - GFS,Taxes on payroll and workforce,,,,,Dollars,6
GFSA.SCS04G14112,2015.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Payroll and Workforce",Government Financial Statistics - GFS,Taxes on payroll and workforce,,,,,Dollars,6
GFSA.SCS04G14112,2016.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Payroll and Workforce",Government Financial Statistics - GFS,Taxes on payroll and workforce,,,,,Dollars,6
GFSA.SCS04G14112,2017.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Payroll and Workforce",Government Financial Statistics - GFS,Taxes on payroll and workforce,,,,,Dollars,6
GFSA.SCS04G14112,2018.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Payroll and Workforce",Government Financial Statistics - GFS,Taxes on payroll and workforce,,,,,Dollars,6
GFSA.SCS04G14112,2019.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Payroll and Workforce",Government Financial Statistics - GFS,Taxes on payroll and workforce,,,,,Dollars,6
GFSA.SCS04G14112,2020.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Payroll and Workforce",Government Financial Statistics - GFS,Taxes on payroll and workforce,,,,,Dollars,6
GFSA.SCS04G14112,2021.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Payroll and Workforce",Government Financial Statistics - GFS,Taxes on payroll and workforce,,,,,Dollars,6
GFSA.SCS04G14112,2022.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Payroll and Workforce",Government Financial Statistics - GFS,Taxes on payroll and workforce,,,,,Dollars,6
GFSA.SCS04G14112,2023.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Payroll and Workforce",Government Financial Statistics - GFS,Taxes on payroll and workforce,,,,,Dollars,6
GFSA.SCS04G14112,2024.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Payroll and Workforce",Government Financial Statistics - GFS,Taxes on payroll and workforce,,,,,Dollars,6
GFSA.SCS04G14112,2025.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Payroll and Workforce",Government Financial Statistics - GFS,Taxes on payroll and workforce,,,,,Dollars,6
GFSA.SCS04G15116,2009.06,0,FINAL,"Central Government, Taxation Revenue, Other Taxes",Government Financial Statistics - GFS,Other taxes,,,,,Dollars,6
GFSA.SCS04G15116,2010.06,0,FINAL,"Central Government, Taxation Revenue, Other Taxes",Government Financial Statistics - GFS,Other taxes,,,,,Dollars,6
GFSA.SCS04G15116,2011.06,0,FINAL,"Central Government, Taxation Revenue, Other Taxes",Government Financial Statistics - GFS,Other taxes,,,,,Dollars,6
GFSA.SCS04G15116,2012.06,0,FINAL,"Central Government, Taxation Revenue, Other Taxes",Government Financial Statistics - GFS,Other taxes,,,,,Dollars,6
GFSA.SCS04G15116,2013.06,0,FINAL,"Central Government, Taxation Revenue, Other Taxes",Government Financial Statistics - GFS,Other taxes,,,,,Dollars,6
GFSA.SCS04G15116,2014.06,0,FINAL,"Central Government, Taxation Revenue, Other Taxes",Government Financial Statistics - GFS,Other taxes,,,,,Dollars,6
GFSA.SCS04G15116,2015.06,0,FINAL,"Central Government, Taxation Revenue, Other Taxes",Government Financial Statistics - GFS,Other taxes,,,,,Dollars,6
GFSA.SCS04G15116,2016.06,0,FINAL,"Central Government, Taxation Revenue, Other Taxes",Government Financial Statistics - GFS,Other taxes,,,,,Dollars,6
GFSA.SCS04G15116,2017.06,1,FINAL,"Central Government, Taxation Revenue, Other Taxes",Government Financial Statistics - GFS,Other taxes,,,,,Dollars,6
GFSA.SCS04G15116,2018.06,3,FINAL,"Central Government, Taxation Revenue, Other Taxes",Government Financial Statistics - GFS,Other taxes,,,,,Dollars,6
GFSA.SCS04G15116,2019.06,5,FINAL,"Central Government, Taxation Revenue, Other Taxes",Government Financial Statistics - GFS,Other taxes,,,,,Dollars,6
GFSA.SCS04G15116,2020.06,5,FINAL,"Central Government, Taxation Revenue, Other Taxes",Government Financial Statistics - GFS,Other taxes,,,,,Dollars,6
GFSA.SCS04G15116,2021.06,6,FINAL,"Central Government, Taxation Revenue, Other Taxes",Government Financial Statistics - GFS,Other taxes,,,,,Dollars,6
GFSA.SCS04G15116,2022.06,8,FINAL,"Central Government, Taxation Revenue, Other Taxes",Government Financial Statistics - GFS,Other taxes,,,,,Dollars,6
GFSA.SCS04G15116,2023.06,11,FINAL,"Central Government, Taxation Revenue, Other Taxes",Government Financial Statistics - GFS,Other taxes,,,,,Dollars,6
GFSA.SCS04G15116,2024.06,12,FINAL,"Central Government, Taxation Revenue, Other Taxes",Government Financial Statistics - GFS,Other taxes,,,,,Dollars,6
GFSA.SCS04G15116,2025.06,10,FINAL,"Central Government, Taxation Revenue, Other Taxes",Government Financial Statistics - GFS,Other taxes,,,,,Dollars,6
GFSA.SCS05G00Z61699A,2009.06,6714,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Additions,,,Dollars,6
GFSA.SCS05G00Z61699A,2010.06,6256,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Additions,,,Dollars,6
GFSA.SCS05G00Z61699A,2011.06,5870,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Additions,,,Dollars,6
GFSA.SCS05G00Z61699A,2012.06,5921,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Additions,,,Dollars,6
GFSA.SCS05G00Z61699A,2013.06,6044,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Additions,,,Dollars,6
GFSA.SCS05G00Z61699A,2014.06,6982,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Additions,,,Dollars,6
GFSA.SCS05G00Z61699A,2015.06,7553,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Additions,,,Dollars,6
GFSA.SCS05G00Z61699A,2016.06,8156,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Additions,,,Dollars,6
GFSA.SCS05G00Z61699A,2017.06,8289,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Additions,,,Dollars,6
GFSA.SCS05G00Z61699A,2018.06,8718,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Additions,,,Dollars,6
GFSA.SCS05G00Z61699A,2019.06,10068,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Additions,,,Dollars,6
GFSA.SCS05G00Z61699A,2020.06,8970,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Additions,,,Dollars,6
GFSA.SCS05G00Z61699A,2021.06,10320,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Additions,,,Dollars,6
GFSA.SCS05G00Z61699A,2022.06,10823,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Additions,,,Dollars,6
GFSA.SCS05G00Z61699A,2023.06,12006,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Additions,,,Dollars,6
GFSA.SCS05G00Z61699A,2024.06,13670,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Additions,,,Dollars,6
GFSA.SCS05G00Z61699A,2025.06,13736,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Additions,,,Dollars,6
GFSA.SCS05G00Z61699D,2009.06,1250,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Disposals,,,Dollars,6
GFSA.SCS05G00Z61699D,2010.06,850,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Disposals,,,Dollars,6
GFSA.SCS05G00Z61699D,2011.06,1008,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Disposals,,,Dollars,6
GFSA.SCS05G00Z61699D,2012.06,879,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Disposals,,,Dollars,6
GFSA.SCS05G00Z61699D,2013.06,968,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Disposals,,,Dollars,6
GFSA.SCS05G00Z61699D,2014.06,1026,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Disposals,,,Dollars,6
GFSA.SCS05G00Z61699D,2015.06,932,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Disposals,,,Dollars,6
GFSA.SCS05G00Z61699D,2016.06,1349,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Disposals,,,Dollars,6
GFSA.SCS05G00Z61699D,2017.06,1488,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Disposals,,,Dollars,6
GFSA.SCS05G00Z61699D,2018.06,1269,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Disposals,,,Dollars,6
GFSA.SCS05G00Z61699D,2019.06,1848,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Disposals,,,Dollars,6
GFSA.SCS05G00Z61699D,2020.06,1256,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Disposals,,,Dollars,6
GFSA.SCS05G00Z61699D,2021.06,1252,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Disposals,,,Dollars,6
GFSA.SCS05G00Z61699D,2022.06,1363,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Disposals,,,Dollars,6
GFSA.SCS05G00Z61699D,2023.06,1858,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Disposals,,,Dollars,6
GFSA.SCS05G00Z61699D,2024.06,1590,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Disposals,,,Dollars,6
GFSA.SCS05G00Z61699D,2025.06,2018,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Disposals,,,Dollars,6
GFSA.SCS05G00Z61699K,2009.06,3373,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Depreciation,,,Dollars,6
GFSA.SCS05G00Z61699K,2010.06,3604,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Depreciation,,,Dollars,6
GFSA.SCS05G00Z61699K,2011.06,3940,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Depreciation,,,Dollars,6
GFSA.SCS05G00Z61699K,2012.06,3740,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Depreciation,,,Dollars,6
GFSA.SCS05G00Z61699K,2013.06,3754,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Depreciation,,,Dollars,6
GFSA.SCS05G00Z61699K,2014.06,3869,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Depreciation,,,Dollars,6
GFSA.SCS05G00Z61699K,2015.06,4043,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Depreciation,,,Dollars,6
GFSA.SCS05G00Z61699K,2016.06,4074,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Depreciation,,,Dollars,6
GFSA.SCS05G00Z61699K,2017.06,4167,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Depreciation,,,Dollars,6
GFSA.SCS05G00Z61699K,2018.06,4424,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Depreciation,,,Dollars,6
GFSA.SCS05G00Z61699K,2019.06,4744,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Depreciation,,,Dollars,6
GFSA.SCS05G00Z61699K,2020.06,5102,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Depreciation,,,Dollars,6
GFSA.SCS05G00Z61699K,2021.06,5372,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Depreciation,,,Dollars,6
GFSA.SCS05G00Z61699K,2022.06,5781,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Depreciation,,,Dollars,6
GFSA.SCS05G00Z61699K,2023.06,6236,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Depreciation,,,Dollars,6
GFSA.SCS05G00Z61699K,2024.06,7108,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Depreciation,,,Dollars,6
GFSA.SCS05G00Z61699K,2025.06,7538,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Depreciation,,,Dollars,6
GFSA.SCS05G00Z61699O,2009.06,4049,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Other economic flows,,,Dollars,6
GFSA.SCS05G00Z61699O,2010.06,-2350,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Other economic flows,,,Dollars,6
GFSA.SCS05G00Z61699O,2011.06,-223,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Other economic flows,,,Dollars,6
GFSA.SCS05G00Z61699O,2012.06,228,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Other economic flows,,,Dollars,6
GFSA.SCS05G00Z61699O,2013.06,6,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Other economic flows,,,Dollars,6
GFSA.SCS05G00Z61699O,2014.06,2885,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Other economic flows,,,Dollars,6
GFSA.SCS05G00Z61699O,2015.06,2221,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Other economic flows,,,Dollars,6
GFSA.SCS05G00Z61699O,2016.06,3440,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Other economic flows,,,Dollars,6
GFSA.SCS05G00Z61699O,2017.06,6027,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Other economic flows,,,Dollars,6
GFSA.SCS05G00Z61699O,2018.06,10251,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Other economic flows,,,Dollars,6
GFSA.SCS05G00Z61699O,2019.06,8291,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Other economic flows,,,Dollars,6
GFSA.SCS05G00Z61699O,2020.06,817,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Other economic flows,,,Dollars,6
GFSA.SCS05G00Z61699O,2021.06,13292,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Other economic flows,,,Dollars,6
GFSA.SCS05G00Z61699O,2022.06,19124,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Other economic flows,,,Dollars,6
GFSA.SCS05G00Z61699O,2023.06,14386,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Other economic flows,,,Dollars,6
GFSA.SCS05G00Z61699O,2024.06,4899,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Other economic flows,,,Dollars,6
GFSA.SCS05G00Z61699O,2025.06,3072,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Other economic flows,,,Dollars,6
GFSA.SCS05G00Z61699Z,2008.06,72671,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Total,,,Dollars,6
GFSA.SCS05G00Z61699Z,2009.06,78810,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Total,,,Dollars,6
GFSA.SCS05G00Z61699Z,2010.06,78263,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Total,,,Dollars,6
GFSA.SCS05G00Z61699Z,2011.06,78962,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Total,,,Dollars,6
GFSA.SCS05G00Z61699Z,2012.06,80492,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Total,,,Dollars,6
GFSA.SCS05G00Z61699Z,2013.06,81820,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Total,,,Dollars,6
GFSA.SCS05G00Z61699Z,2014.06,86792,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Total,,,Dollars,6
GFSA.SCS05G00Z61699Z,2015.06,91591,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Total,,,Dollars,6
GFSA.SCS05G00Z61699Z,2016.06,97763,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Total,,,Dollars,6
GFSA.SCS05G00Z61699Z,2017.06,106423,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Total,,,Dollars,6
GFSA.SCS05G00Z61699Z,2018.06,119699,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Total,,,Dollars,6
GFSA.SCS05G00Z61699Z,2019.06,131466,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Total,,,Dollars,6
GFSA.SCS05G00Z61699Z,2020.06,134896,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Total,,,Dollars,6
GFSA.SCS05G00Z61699Z,2021.06,151884,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Total,,,Dollars,6
GFSA.SCS05G00Z61699Z,2022.06,174687,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Total,,,Dollars,6
GFSA.SCS05G00Z61699Z,2023.06,192986,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Total,,,Dollars,6
GFSA.SCS05G00Z61699Z,2024.06,202857,REVISED,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Total,,,Dollars,6
GFSA.SCS05G00Z61699Z,2025.06,210108,FINAL,"Central Government, Non-financial Assets Reconciliation, Total excl Inventories",Government Financial Statistics - GFS,Non-financial assets,Non-financial assets excluding inventories,Total,,,Dollars,6
GFSA.SCS05G06Z616111A,2009.06,3321,FINAL,"Central Government, Non-financial Assets Reconciliation, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,Additions,,Dollars,6
GFSA.SCS05G06Z616111A,2010.06,3518,FINAL,"Central Government, Non-financial Assets Reconciliation, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,Additions,,Dollars,6
GFSA.SCS05G06Z616111A,2011.06,3434,FINAL,"Central Government, Non-financial Assets Reconciliation, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,Additions,,Dollars,6
